what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1340021516814
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1340021516814
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1340021516815
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1340021516817
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1340021516818
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1340021516819
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1340021516820
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1340021516821
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1340021516821
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1340021516822
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1340021516822
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1340021516823
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1340021516823
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1340021516824
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1340021516825
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1340021516826
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1340021516827
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1340021516827
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1340021516829
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1340021516830
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1340021516831
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1340021516831
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1340021516832
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1340021516833
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1340021516834
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1340021516834
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1340021516855
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1340021516856
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1340021516857
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1340021516858
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1340021516858
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1340021516869
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1340021516869
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1340021516948
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1340021516949
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1340021516950
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1340021516950
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1340021516950
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1340021516951
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1340021516951
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1340021516951
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1340021516952
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1340021516953
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1340021516953
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1340021516954
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1340021516954
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1340021516954
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1340021516955
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1340021516995
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1340021516995
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1340021517019
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1340021517019
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1340021517020
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1340021517075
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1340021517076
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1340021517077
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1340021517077
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1340021517126
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1340021517127
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1340021517128
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1340021517128
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1340021517128
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1340021517129
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1340021517161
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1340021517161
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1340021517162
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1340021517163
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1340021517163
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1340021517164
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1340021517164
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1340021517165
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1340021517165
os,sysinfo,,,"win32",1340021517168
arch,sysinfo,,,"x86_64",1340021517168
ws,sysinfo,,,"win32",1340021517168
locale,sysinfo,,,"de_DE",1340021517168
processors,sysinfo,,,"4",1340021517169
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1340021517169
java.runtime.version,sysinfo,,,"1.7.0_05-b05",1340021517169
java.specification.name,sysinfo,,,"Java Platform API Specification",1340021517169
java.specification.vendor,sysinfo,,,"Oracle Corporation",1340021517169
java.specification.version,sysinfo,,,"1.7",1340021517169
java.vendor,sysinfo,,,"Oracle Corporation",1340021517169
java.version,sysinfo,,,"1.7.0_05",1340021517169
java.vm.info,sysinfo,,,"mixed mode",1340021517169
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1340021517169
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1340021517169
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1340021517169
java.vm.specification.version,sysinfo,,,"1.7",1340021517169
java.vm.vendor,sysinfo,,,"Oracle Corporation",1340021517169
java.vm.version,sysinfo,,,"23.1-b03",1340021517169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021518704
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340021518730
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1340021519365
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1340021519427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021520054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021554474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021558068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021567773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021575632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021576165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021577685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021578699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021596988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021597555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021605266
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340021605299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021607992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021643409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021647135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021667569
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340021667614
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1340021669594
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1340021670333
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1340021670367
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1340021670501
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1340021670513
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1340021670728
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1340021670750
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1340021670788
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1340021670816
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1340021670817
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1340021670892
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1340021670896
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1340021671005
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1340021671024
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1340021671257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021675748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021921577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021926397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021943077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021946051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021947479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340021951731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022024614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022046945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022073131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022074708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022075804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022128998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022148997
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022162233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022164030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022164538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022225318
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1340022243232
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1340022245289
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340022249828
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340022249997
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340022250023
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1340022253800
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340022259691
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340022259807
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340022268147
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340022272723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340022280790
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340022282439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1340022285934
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340022288817
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1340022289954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022290739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022312085
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340022327005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1340022332810
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340022334396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022336807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022346045
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340022354499
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1340022359974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1340022360059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1340022360644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1340022366366
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1340022367300
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022369788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022391982
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1340022392077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022407827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022426648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022427081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340022491381
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1340022519066
